path,md5,n_pts,n_raw_ge0,f_min,f_max,hdr_row,V,I0,L3,L4,xlsx_loss,s2p_loss,date,time,link_max_abs,cal_minus_rawtot_maxabs,tot_minus_prblnk_maxabs,ipd_mean,ipd_min,ipd_max,voa_min,voa_max,cols,probe_1G,f_at_1G,probe_5G,f_at_5G,probe_10G,f_at_10G,probe_15G,f_at_15G,probe_20G,f_at_20G,probe_25G,f_at_25G,probe_30G,f_at_30G,s2p,fam_applied,rms_to_A,rms_to_B
data_bw_user/Bias_7V_Iph_1mA_30um_38ohm_2.xlsx,1ad6ba1b47a0b6f76c14231ca515fe78,70,0,0.5,36.67,14,-7.000000E+00 V,-176.747 (mA),1555.6 (nm),1555.020 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,03/27/2026,17:55:28,0.0,3.552713678800501e-15,0.0,-176.7103,-176.757,-176.66,3.697,3.735,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm)|Unnamed: 8|Unnamed: 9|Unnamed: 10,0.23,1.0,0.38,4.75,0.29,10.17,0.72,15.17,1.49,20.0,1.23,25.0,1.18,29.75,S21_cal_bias_tee_cal.s2p,B,0.3446736598369337,1.4538654070910221e-15
data_bw_user/Bias_7V_Iph_1mA_30um_60ohm_1.xlsx,b457137d952f1037406a41d4f0106f95,80,0,0.33,37.83,14,-7.000000E+00 V,-118.628 (mA),1555.2 (nm),1554.582 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,01/21/2026,19:30:58,0.0,3.552713678800501e-15,0.0,-118.56665000000002,-118.633,-118.517,7.664,7.791,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.18,0.83,0.32,4.92,0.47,9.83,0.87,15.0,1.07,20.17,1.2,25.0,1.1,29.75,Cal.s2p,A,1.6681077853815917e-15,0.316954255374494
data_bw_user/Bias_7V_Iph_1mA_30um_60ohm_2.xlsx,2d00d55bbdfe825858bc8e1b10cc56d9,60,1,0.83,31.33,14,-7.000000E+00 V,-115.51 (mA),1555.6 (nm),1555.021 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,03/27/2026,15:15:44,0.0,1.0500000000000007,1.0499999999999998,-115.46723333333333,-115.51,-115.439,3.373,3.415,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm)|Unnamed: 8|Unnamed: 9|Unnamed: 10|Unnamed: 11,0.21,0.83,0.4,5.08,0.33,9.83,0.67,14.83,1.6,20.17,1.23,24.83,1.24,29.92,S21_cal_bias_tee_cal.s2p,B,0.32937935763081483,1.409382291859954e-15
data_bw_user/Bias_7V_Iph_1mA_30um_76ohm_1.xlsx,cb605b5ebc233dfb05d64844157231f7,60,0,1.5,33.67,14,-7.000000E+00 V,-93.084 (mA),1555.2 (nm),1554.593 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,01/21/2026,18:13:13,0.0,3.552713678800501e-15,0.0,-93.13143333333332,-93.151,-93.084,5.885,5.92,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),,,0.32,4.92,0.47,10.0,0.83,14.67,1.07,20.0,1.2,25.0,1.1,29.75,Cal.s2p,A,1.997578887614442e-15,0.3129217154497272
data_bw_user/Bias_7V_Iph_1mA_30um_WO_1.xlsx,d5046f0e40d0b4d6e1bc99e24264ea27,40,0,0.5,20.83,14,-7.000000E+00 V,-1.019 (mA),1555.2 (nm),1554.577 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,01/21/2026,16:54:12,0.0,3.552713678800501e-15,0.0,-1.0154999999999998,-1.019,-1.013,5.809,5.822,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.18,0.83,0.32,5.08,0.46,9.67,0.87,15.0,1.07,19.83,,,,,Cal.s2p,A,1.0695084443661337e-15,0.34650757567476015
data_bw_user/Bias_7V_Iph_1mA_38ohm_30um_1.xlsx,75c8923a3607de598f217358c0c70772,80,0,0.5,37.83,14,-7.000000E+00 V,-177.359 (mA),1555.2 (nm),1554.581 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,01/21/2026,19:56:18,0.0,3.552713678800501e-15,0.0,-177.3352,-177.359,-177.313,6.325,6.371,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,5.08,0.47,9.83,0.85,14.83,1.07,20.17,1.2,24.83,1.1,29.75,Cal.s2p,A,1.3267049011646797e-15,0.31996874847397205
data_bw_user/Bias_7V_Iph_1mA_40um_100ohm_1.xlsx,aa84e1df8d7af95d8412e182f8081640,40,0,0.67,20.67,14,-7.000000E+00 V,-65.454 (mA),1555.7 (nm),1555.057 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,18:30:35,0.0,3.552713678800501e-15,0.0,-65.43345,-65.454,-65.413,6.658,6.745,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,5.08,0.48,10.17,0.85,14.83,1.07,20.17,,,,,Cal.s2p,A,1.3633611069437946e-15,0.3334816336771785
data_bw_user/Bias_7V_Iph_1mA_40um_38ohm_1.xlsx,f9dbf8343ae20f46f25ae46fb45a7f07,40,0,0.67,20.33,14,-7.000000E+00 V,-161.566 (mA),1555.7 (nm),1555.062 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,18:07:33,0.0,3.552713678800501e-15,0.0,-161.432925,-161.566,-161.365,6.339,6.388,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.25,1.17,0.32,5.08,0.48,10.17,0.85,14.83,1.07,19.83,,,,,Cal.s2p,A,1.2442425513123378e-15,0.3073759912550095
data_bw_user/Bias_7V_Iph_1mA_40um_38ohm_2.xlsx,c361eb3e3d0b4767c1d19ee1526c441a,40,0,0.33,20.83,14,-7.000000E+00 V,-86.564 (mA),1555.7 (nm),1555.035 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,02/25/2026,21:32:07,0.0,3.552713678800501e-15,0.0,-86.53970000000001,-86.564,-86.528,5.38,5.421,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.21,0.83,0.41,5.25,0.35,10.0,0.72,15.17,1.36,19.83,,,,,S21_cal_bias_tee_cal.s2p,B,0.34311441240495827,1.4222125947949029e-15
data_bw_user/Bias_7V_Iph_1mA_40um_WO_2.xlsx,bbe9fb582814babebb339059460a67b6,58,0,0.5,29.42,14,-7.000000E+00 V,-1.019 (mA),1555.7 (nm),1555.043 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,13:33:49,0.0,3.552713678800501e-15,0.0,-1.0081724137931032,-1.019,-0.994,6.253,6.354,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.2,1.0,0.32,5.08,0.47,10.0,0.88,15.17,1.06,19.67,1.2,25.0,,,Cal.s2p,A,1.1911169285653465e-15,0.3293227114486061
data_bw_user/Bias_7V_Iph_1mA_40um_WO_3.xlsx,239b46371f76eda9a81234de79847cc4,45,0,0.33,22.5,14,-7.000000E+00 V,-1.06 (mA),1555.7 (nm),1555.048 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/Cal.s2p,02/04/2026,16:49:37,0.0,3.552713678800501e-15,0.0,-1.0507555555555554,-1.062,-1.036,6.037,6.14,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.18,0.83,0.32,5.08,0.48,10.17,0.87,15.0,1.07,20.0,,,,,Cal.s2p,A,1.3144673866107306e-15,0.381048261743546
data_bw_user/Bias_7V_Iph_1mA_diff_probe_upto_30GHz_25um_WO.xlsx,5b8c4d2a67b969cc2ab372a05ea8831f,60,0,0.5,31.08,14,-7.000000E+00 V,-1.021 (mA),1555.75 (nm),1555.049 (nm),,C:/Users/jcchighpower/Desktop/Jeongyong/Bias_tee+cable_cal/S21_cal_bias_tee_cal.s2p,02/16/2026,14:43:25,0.0,3.552713678800501e-15,0.0,-1.0173666666666668,-1.022,-1.013,4.605,4.644,F_BEAT (GHz)|I_PD (mA)|Raw RF POW (dBm)|Total RF Loss (dB)|RF Probe Loss (dB)|RF Link Loss (dB)|Cal RF POW (dBm)|VOA P Actual (dBm),0.29,1.17,0.38,4.75,0.35,10.0,0.72,15.17,1.6,20.17,1.23,24.83,1.24,29.92,S21_cal_bias_tee_cal.s2p,B,0.3288833357682724,1.6987984415266971e-15
